post_id,username,posted_at_utc,post_type,likes,comments,shares,saves,location,hashtags
IG_7284313711,foodie_anjali90,2025-12-09 09:23:21,Carousel,238,20,4,25,,#foodie #travel #instagood #art
IG_5527582253,sneha_style92,2025-12-09 10:28:25,Image,40,0,3,0,"Bengaluru, Karnataka",#foodie #music #love
IG_0094213703,amit_travels99,2025-12-09 10:30:38,Image,245,43,11,44,"Jaipur, Rajasthan",#photography #fitness #foodie #photooftheday #viral #instagood
IG_0506379145,style_icon83,2025-12-09 14:16:08,Image,417,33,24,94,,#foodie #instagood #trending
IG_8128716631,sneha_style14,2025-12-09 17:44:26,Image,169,18,2,5,"Paris, France",#photooftheday #viral #foodie #photography #fitness #music
IG_8019800852,ramesh_vlogs21,2025-12-10 00:20:52,Video,858,84,11,200,"Dubai, UAE",#nature #viral #art #trending #fashion #foodie
IG_4445602903,suresh_fitness16,2025-12-10 00:30:29,Video,61,5,3,9,"Bali, Indonesia",#photooftheday #fitness #photography #art
IG_3205690396,kavita_art89,2025-12-10 11:17:13,Reel,315,24,30,70,,#photooftheday #fitness #trending #instagood
IG_2731927889,ramesh_vlogs48,2025-12-10 17:48:48,Reel,10605,1752,792,1106,"Mumbai, Maharashtra",#art #fashion #trending
IG_0246652221,priya_daily44,2025-12-10 19:50:14,Image,141,13,2,10,"Dubai, UAE",#viral #fitness #love #foodie
IG_3065510574,suresh_fitness8,2025-12-10 21:12:54,Image,34,3,1,2,"Dubai, UAE",#photooftheday #nature
IG_9729643774,ramesh_vlogs48,2025-12-11 01:11:33,Reel,695,32,12,104,,#music #fashion #photooftheday #lifestyle #foodie #instagood
IG_3278915474,sneha_style56,2025-12-11 04:12:23,Carousel,285,13,5,41,,#foodie #art #instagood #music
IG_3492221309,the_wanderer21,2025-12-11 04:26:59,Carousel,1332,214,7,173,,#photooftheday #lifestyle #trending #foodie #nature #art
IG_7968521558,priya_daily71,2025-12-11 06:13:27,Carousel,94,6,7,3,"Jaipur, Rajasthan",#viral #travel #instagood #photooftheday
IG_0981094535,rohit_tech37,2025-12-12 01:07:59,Image,172,25,13,21,"Bengaluru, Karnataka",#photography #viral #instagood
IG_2129347316,suresh_fitness49,2025-12-12 10:24:42,Reel,252,27,11,20,"Dubai, UAE",#travel #instagood #photography #foodie
IG_9661728732,rahul_rocks55,2025-12-12 10:53:57,Reel,142,9,8,22,,#photography #love #music #nature
IG_0313597506,priya_daily65,2025-12-12 18:41:28,Image,8,1,0,1,,#music #foodie #fitness #fashion #viral #instagood
IG_4217241258,rahul_rocks71,2025-12-12 21:57:54,Video,428,20,35,21,"Jaipur, Rajasthan",#trending #fashion
IG_7916659497,rahul_rocks88,2025-12-12 23:31:18,Reel,77,10,2,10,"Goa, India",#instagood #music #nature #viral
IG_8222494917,ramesh_vlogs13,2025-12-12 23:53:50,Image,72,9,3,16,,#foodie #love #music #trending #fashion #fitness
IG_5316555794,the_wanderer61,2025-12-13 00:41:39,Reel,11,0,0,2,,#love #instagood #foodie
IG_7339647435,rahul_rocks31,2025-12-13 00:51:05,Carousel,678,46,10,49,"Dubai, UAE",#love #music #photography
IG_7595200301,foodie_anjali64,2025-12-13 00:53:08,Image,178,13,4,17,"Delhi, India",#photography #travel #photooftheday #lifestyle #love
IG_2467238818,foodie_anjali93,2025-12-13 02:47:04,Image,23,2,1,4,"Goa, India",#nature #trending #instagood
IG_7697427318,ramesh_vlogs50,2025-12-13 08:45:11,Carousel,16,2,1,0,"Bali, Indonesia",#fitness #art #photooftheday #nature
IG_8943080428,kavita_art88,2025-12-13 10:52:45,Reel,769,60,72,176,,#fitness #fashion #photooftheday #lifestyle
IG_6748745326,foodie_anjali5,2025-12-13 11:34:05,Reel,340,17,33,53,,#fashion #viral #love #photography #art
IG_4609350240,priya_daily48,2025-12-13 12:33:36,Carousel,84,15,0,3,"Paris, France",#music #nature #travel #foodie #love #viral
IG_3863735386,suresh_fitness86,2025-12-13 13:44:08,Image,18,3,0,3,,#art #nature #photooftheday #fitness
IG_2949643106,foodie_anjali91,2025-12-13 16:08:41,Image,27,3,0,4,"Dubai, UAE",#music #photooftheday #nature #foodie
IG_2217126518,ramesh_vlogs69,2025-12-13 16:14:06,Image,996,184,26,188,,#photooftheday #foodie
IG_3476276755,ramesh_vlogs97,2025-12-13 16:27:00,Reel,373,34,37,80,,#love #trending
IG_8788167674,suresh_fitness17,2025-12-13 17:15:09,Carousel,140,3,2,22,"Delhi, India",#trending #instagood #art #viral
IG_1281705021,the_wanderer21,2025-12-14 00:09:34,Reel,5602,970,97,316,,#love #nature #art
IG_3229589107,foodie_anjali94,2025-12-14 03:40:43,Reel,34,5,0,8,,#nature #love #fashion
IG_7769100390,sneha_style42,2025-12-14 04:28:47,Carousel,51,4,3,1,"Bali, Indonesia",#viral #fashion #trending
IG_2666831750,style_icon80,2025-12-15 05:25:48,Video,30,0,2,2,"Goa, India",#instagood #nature
IG_4195306832,rohit_tech43,2025-12-15 10:04:11,Image,218,39,6,9,,#photography #fitness #instagood
IG_6963871751,rohit_tech25,2025-12-15 10:05:28,Reel,363,14,13,85,"Jaipur, Rajasthan",#travel #fashion #instagood #nature #trending #lifestyle
IG_7909468095,sneha_style13,2025-12-15 17:32:03,Reel,5918,1032,567,499,"Mumbai, Maharashtra",#lifestyle #instagood #travel
IG_8504825164,suresh_fitness80,2025-12-15 17:45:03,Carousel,17,0,0,2,,#photooftheday #fitness #travel #viral
IG_1775286619,the_wanderer30,2025-12-15 23:51:32,Image,56,6,0,6,"Paris, France",#fashion #instagood #travel #photooftheday #art #nature
IG_1874650213,rohit_tech71,2025-12-16 00:53:20,Image,691,65,31,55,"Bali, Indonesia",#lifestyle #nature
IG_7691550083,ramesh_vlogs82,2025-12-16 02:46:15,Reel,263,11,11,25,,#love #fashion
IG_2071966911,style_icon84,2025-12-16 03:36:53,Reel,92,10,3,10,"Bengaluru, Karnataka",#lifestyle #nature
IG_1586854908,rohit_tech49,2025-12-16 09:25:32,Image,198,15,13,16,"Jaipur, Rajasthan",#nature #music
IG_6603147460,priya_daily31,2025-12-16 09:35:29,Image,188,24,7,7,"Bali, Indonesia",#nature #music #trending #fashion #travel
IG_5254477942,amit_travels64,2025-12-16 11:18:06,Image,377,20,29,71,"Mumbai, Maharashtra",#love #foodie #photography #music
IG_5391667512,ramesh_vlogs87,2025-12-16 11:56:21,Image,63,5,6,9,"Bali, Indonesia",#trending #fitness
IG_6201372108,style_icon87,2025-12-16 12:56:50,Image,2274,426,27,278,,#fashion #art #lifestyle #instagood #music #foodie
IG_8102365259,suresh_fitness43,2025-12-16 16:38:36,Reel,465,56,19,73,"Bengaluru, Karnataka",#instagood #music #nature #trending #photooftheday
IG_4877729750,rohit_tech95,2025-12-16 23:12:13,Image,36,3,2,1,"Jaipur, Rajasthan",#viral #photooftheday #trending #fashion
IG_3263368780,rahul_rocks9,2025-12-17 05:01:22,Carousel,20,2,1,1,"Mumbai, Maharashtra",#art #lifestyle #viral #photography #travel
IG_3360744737,ramesh_vlogs70,2025-12-17 09:28:11,Carousel,883,41,9,135,"Dubai, UAE",#foodie #fitness #fashion
IG_3861332897,amit_travels96,2025-12-17 16:45:33,Reel,642,44,43,55,,#viral #love #fitness #trending #foodie #travel
IG_0557528265,rahul_rocks56,2025-12-17 22:41:56,Reel,114,21,10,3,,#music #photography #instagood #fitness #fashion #travel
IG_5340884459,ramesh_vlogs83,2025-12-18 01:25:57,Image,136,23,6,18,,#art #music
IG_2163431274,rohit_tech58,2025-12-18 01:30:14,Reel,79,8,3,2,,#foodie #art #instagood #viral
IG_6642902391,rohit_tech2,2025-12-18 03:28:28,Image,243,5,21,28,"Jaipur, Rajasthan",#music #art #love #photography #instagood
IG_0424559817,amit_travels82,2025-12-18 18:17:09,Reel,197,19,6,44,,#music #fitness
IG_3229563793,rohit_tech67,2025-12-18 20:37:46,Image,108,18,8,3,"Pune, Maharashtra",#fitness #lifestyle #love #trending
IG_6370782882,suresh_fitness97,2025-12-18 23:12:06,Image,12,0,0,0,"Delhi, India",#photooftheday #fashion #music #instagood
IG_0747369195,suresh_fitness59,2025-12-19 01:40:21,Video,625,97,34,34,,#nature #fashion #travel #photography
IG_6259444375,ramesh_vlogs36,2025-12-19 04:08:21,Video,493,31,37,63,"Jaipur, Rajasthan",#fitness #photooftheday
IG_7973962663,sneha_style32,2025-12-19 11:19:16,Video,14,2,0,1,"Bengaluru, Karnataka",#music #fashion #instagood #art #trending #fitness
IG_2157343251,style_icon47,2025-12-19 12:56:08,Image,60,2,3,2,"Bali, Indonesia",#love #trending #nature
IG_9494194821,the_wanderer24,2025-12-19 23:22:19,Carousel,106,5,10,15,"Ahmedabad, Gujarat",#art #foodie
IG_0007414423,foodie_anjali59,2025-12-20 05:29:05,Video,2866,174,82,692,,#nature #trending
IG_6080495535,foodie_anjali50,2025-12-20 05:50:17,Image,580,17,10,21,"Pune, Maharashtra",#lifestyle #instagood
IG_9409790298,ramesh_vlogs5,2025-12-20 13:27:58,Reel,13833,765,719,2305,"Paris, France",#trending #viral #art
IG_1003091978,style_icon90,2025-12-20 16:11:01,Carousel,132,1,1,21,"Ahmedabad, Gujarat",#love #photography #music #nature #trending
IG_2891954326,the_wanderer32,2025-12-21 06:39:21,Reel,80,7,1,7,,#photography #music #travel #love #nature #viral
IG_3278522792,ramesh_vlogs81,2025-12-21 12:28:06,Carousel,144,21,4,29,"Paris, France",#lifestyle #nature #viral
IG_6221151034,amit_travels47,2025-12-22 00:49:59,Image,57,7,3,7,"Goa, India",#nature #instagood #fashion #art #lifestyle
IG_8439458546,ramesh_vlogs37,2025-12-22 02:50:48,Reel,655,43,17,157,,#lifestyle #music #instagood #photooftheday
IG_1460875014,ramesh_vlogs81,2025-12-22 05:08:05,Image,299,54,28,37,"Jaipur, Rajasthan",#art #fitness
IG_4852387071,amit_travels21,2025-12-22 11:00:38,Image,59,8,5,6,"Goa, India",#viral #photography
IG_4045662433,style_icon12,2025-12-22 11:15:54,Image,48,8,3,3,"Goa, India",#viral #love #music #foodie #art
IG_0967317237,sneha_style2,2025-12-22 11:55:22,Image,136,5,1,29,"Ahmedabad, Gujarat",#fashion #love #lifestyle #fitness #nature #foodie
IG_4926640710,kavita_art61,2025-12-22 14:17:20,Reel,32,5,2,7,"Ahmedabad, Gujarat",#trending #lifestyle
IG_7711303056,foodie_anjali31,2025-12-22 15:12:03,Video,81,8,2,8,,#viral #travel #love #fitness #music #photography
IG_5740340748,ramesh_vlogs12,2025-12-22 20:44:45,Image,682,116,3,118,"Paris, France",#music #art #nature #trending #love
IG_3752871334,the_wanderer25,2025-12-22 23:26:34,Image,915,48,57,162,,#foodie #love #lifestyle
IG_9791063904,ramesh_vlogs66,2025-12-23 00:18:29,Carousel,25,0,1,4,,#travel #photography
IG_0599732742,the_wanderer2,2025-12-23 02:18:02,Image,102,7,8,11,,#fitness #photooftheday
IG_7022360378,ramesh_vlogs71,2025-12-23 04:58:42,Video,309,33,14,72,,#foodie #fashion #trending #photooftheday #travel
IG_8849765348,amit_travels82,2025-12-23 10:59:19,Carousel,55,7,2,8,"Delhi, India",#trending #art #lifestyle
IG_3155875937,amit_travels31,2025-12-23 12:36:41,Reel,18,0,0,1,,#lifestyle #art #music #instagood #foodie #travel
IG_2470760332,style_icon8,2025-12-23 13:30:11,Reel,1587,285,114,284,"Dubai, UAE",#viral #fashion #travel
IG_9263761393,priya_daily6,2025-12-23 23:52:13,Image,240,40,19,38,"Delhi, India",#photography #art #travel #music
IG_3069621777,ramesh_vlogs32,2025-12-24 06:53:33,Image,244,46,14,15,,#foodie #viral #art #fitness
IG_5301055301,style_icon16,2025-12-24 10:41:01,Image,252,27,25,45,"Paris, France",#art #photography #photooftheday #lifestyle
IG_6206604639,priya_daily47,2025-12-24 14:12:36,Image,2393,271,170,538,"Bengaluru, Karnataka",#instagood #foodie
IG_7011154626,sneha_style34,2025-12-24 22:55:03,Image,90,10,6,6,"Delhi, India",#viral #photography
IG_0802335548,foodie_anjali32,2025-12-24 23:48:49,Image,6,0,0,0,,#lifestyle #art #fashion
IG_6101092812,rohit_tech58,2025-12-25 00:59:52,Image,1119,161,77,77,,#photography #viral #fashion
IG_1964936837,sneha_style75,2025-12-25 03:49:10,Image,33,4,0,1,"Paris, France",#trending #fashion #photography #fitness
IG_2539361217,suresh_fitness13,2025-12-25 04:06:53,Image,76,3,2,5,"Paris, France",#photooftheday #love
IG_1173323609,foodie_anjali82,2025-12-25 05:12:35,Image,64,6,4,6,"Bali, Indonesia",#music #trending #viral #fashion #photooftheday #lifestyle
IG_7090141370,priya_daily54,2025-12-25 15:38:01,Carousel,82,10,7,9,,#fashion #nature #photography
IG_6627407630,style_icon49,2025-12-25 17:28:33,Carousel,337,25,7,81,"Bali, Indonesia",#music #fashion
IG_4161029599,amit_travels59,2025-12-25 17:43:29,Image,333,28,15,70,"Dubai, UAE",#travel #photooftheday #viral #photography #fitness #love
IG_9005070957,foodie_anjali7,2025-12-25 18:05:06,Reel,127,16,5,17,"Ahmedabad, Gujarat",#photography #trending
IG_5068696557,rohit_tech5,2025-12-25 23:17:29,Image,7,1,0,1,,#instagood #nature #viral #photooftheday #photography
IG_0069385189,priya_daily65,2025-12-26 09:45:48,Reel,171,27,5,4,,#photography #fitness
IG_3094207635,amit_travels86,2025-12-26 10:05:14,Image,34,0,0,6,"Delhi, India",#travel #music #lifestyle #fashion #nature
IG_8286673869,priya_daily27,2025-12-26 11:24:30,Video,659,10,33,104,,#lifestyle #viral #love #instagood #nature
IG_1917477845,the_wanderer68,2025-12-26 12:52:10,Image,80,3,0,2,"Bengaluru, Karnataka",#art #instagood
IG_9303083226,foodie_anjali38,2025-12-26 18:23:49,Reel,522,66,33,127,"Dubai, UAE",#love #nature #fitness #travel
IG_4488295616,rahul_rocks52,2025-12-26 20:00:45,Reel,611,43,43,81,,#photooftheday #viral #nature #art #travel #photography
IG_0476042107,amit_travels50,2025-12-26 21:13:04,Carousel,206,6,9,5,"Pune, Maharashtra",#nature #music #love #travel
IG_0654370135,rahul_rocks76,2025-12-26 23:06:25,Image,55,3,4,13,"Paris, France",#instagood #fitness #photography
IG_1089505765,priya_daily72,2025-12-27 03:07:09,Video,55,2,2,3,"Bali, Indonesia",#trending #lifestyle #viral #nature #love
IG_2781095712,priya_daily3,2025-12-27 19:16:42,Video,429,72,14,88,"Dubai, UAE",#viral #photooftheday #love #travel
IG_4672217360,priya_daily72,2025-12-28 01:55:00,Reel,18,1,0,1,"Dubai, UAE",#nature #instagood
IG_9223052281,kavita_art87,2025-12-28 03:20:40,Image,55,8,3,7,,#music #art #viral #photography #fitness
IG_6247066573,kavita_art11,2025-12-28 11:32:06,Reel,79,12,4,4,"Jaipur, Rajasthan",#fashion #travel
IG_5794678539,rahul_rocks30,2025-12-28 12:49:48,Reel,251,37,23,22,"Ahmedabad, Gujarat",#fashion #music
IG_7684756956,kavita_art32,2025-12-28 13:53:32,Image,42,4,3,7,,#foodie #photography
IG_0552009376,sneha_style70,2025-12-28 15:21:58,Image,378,50,5,29,,#travel #photography #music #lifestyle #art #fashion
IG_7327909384,style_icon83,2025-12-28 17:44:26,Image,114,13,1,20,,#viral #travel
IG_4865644899,foodie_anjali25,2025-12-28 18:17:57,Video,53,4,3,5,"Ahmedabad, Gujarat",#photooftheday #travel #fitness #music
IG_2953642958,ramesh_vlogs56,2025-12-29 07:11:01,Image,30,5,0,4,,#music #trending #nature #viral
IG_2224821231,rahul_rocks89,2025-12-29 07:34:25,Carousel,1007,136,31,188,"Dubai, UAE",#fitness #photography
IG_0182734923,amit_travels15,2025-12-29 15:15:37,Reel,297,8,21,59,,#viral #travel
IG_8470283489,rahul_rocks86,2025-12-29 19:33:56,Image,51,8,1,1,"Bali, Indonesia",#fitness #foodie
IG_7062640553,rahul_rocks9,2025-12-30 00:08:04,Video,122,19,11,13,"Ahmedabad, Gujarat",#music #instagood #viral #photooftheday #art
IG_3085250565,amit_travels82,2025-12-30 03:23:31,Reel,19,1,1,3,,#music #travel #lifestyle #nature
IG_5617586153,foodie_anjali15,2025-12-30 04:19:32,Image,56,10,3,6,,#fitness #instagood #trending
IG_3384812069,priya_daily8,2025-12-30 05:03:45,Image,50,5,4,9,,#fashion #music #art #photooftheday #viral #travel
IG_9084165256,ramesh_vlogs20,2025-12-30 05:32:47,Reel,23,1,0,0,,#lifestyle #fashion #trending #viral #travel #nature
IG_2534847763,rahul_rocks2,2025-12-30 09:00:30,Reel,119,8,0,28,"Bali, Indonesia",#instagood #photography #music
IG_0634161977,amit_travels82,2025-12-30 11:10:33,Video,22,1,1,2,,#foodie #art #love #fitness #trending #lifestyle
IG_1219357850,rohit_tech9,2025-12-30 18:26:43,Reel,832,73,41,98,"Bengaluru, Karnataka",#travel #music #fashion #trending #foodie
IG_1431932472,rahul_rocks19,2025-12-31 12:18:19,Carousel,421,31,11,56,,#photography #lifestyle #music
IG_7090940902,suresh_fitness80,2025-12-31 14:30:49,Carousel,31,4,2,6,,#lifestyle #trending #music
IG_2975543400,style_icon21,2025-12-31 15:51:51,Image,1085,105,20,256,,#instagood #art #travel #lifestyle #fitness
IG_9491303451,kavita_art54,2025-12-31 20:36:26,Reel,116,16,10,2,"Mumbai, Maharashtra",#fashion #music #viral #love #photography
IG_2648027914,foodie_anjali19,2026-01-01 05:45:36,Image,4,0,0,0,,#instagood #lifestyle #fashion #art
IG_6288809910,priya_daily49,2026-01-01 11:38:23,Reel,36,3,2,6,"Goa, India",#fitness #viral #trending #love
IG_6042142594,priya_daily53,2026-01-01 12:53:30,Carousel,153,15,4,9,,#travel #photography
IG_7269624711,style_icon98,2026-01-01 14:49:29,Image,131,21,0,28,"Paris, France",#instagood #fitness #lifestyle #photography #travel
IG_7560625826,style_icon33,2026-01-01 19:28:17,Video,149,14,10,6,"Goa, India",#travel #photography
IG_5831737581,amit_travels17,2026-01-01 23:17:29,Reel,998,184,85,34,,#instagood #nature #love #viral #music #photooftheday
IG_6641639137,style_icon93,2026-01-01 23:53:40,Image,261,30,10,53,"Jaipur, Rajasthan",#travel #trending
IG_5376301663,amit_travels80,2026-01-02 01:10:34,Reel,88,10,1,7,"Dubai, UAE",#instagood #fashion #photooftheday
IG_1104670720,sneha_style35,2026-01-02 03:58:33,Reel,374,58,9,70,,#photography #lifestyle #nature #fashion #viral
IG_7574140591,style_icon53,2026-01-02 04:32:35,Reel,82,4,2,3,,#trending #nature #fashion
IG_5672596317,the_wanderer63,2026-01-02 12:36:40,Image,221,3,5,44,"Goa, India",#photography #fashion #lifestyle #trending
IG_9302828592,foodie_anjali91,2026-01-02 14:15:04,Image,15,1,0,1,"Mumbai, Maharashtra",#lifestyle #fashion #travel
IG_5630503449,rohit_tech81,2026-01-02 20:41:57,Video,562,87,46,116,"Pune, Maharashtra",#photooftheday #photography #music
IG_9905969945,kavita_art84,2026-01-03 06:13:59,Reel,82,12,4,4,"Delhi, India",#lifestyle #music #love #photography #nature #art
IG_7478228981,foodie_anjali88,2026-01-03 07:50:31,Image,211,33,16,34,"Jaipur, Rajasthan",#foodie #music #travel
IG_8572529245,ramesh_vlogs60,2026-01-03 09:14:46,Carousel,933,171,75,166,"Paris, France",#travel #photooftheday
IG_5356903874,amit_travels34,2026-01-03 09:37:38,Image,703,51,54,127,"Ahmedabad, Gujarat",#nature #photography
IG_6748840374,ramesh_vlogs82,2026-01-03 11:36:27,Reel,273,3,11,47,"Goa, India",#art #foodie
IG_6215627473,foodie_anjali35,2026-01-03 12:28:50,Image,163,23,11,29,,#foodie #fitness
IG_9319995192,suresh_fitness87,2026-01-03 13:58:50,Image,31,2,2,7,,#lifestyle #trending
IG_1613143245,the_wanderer56,2026-01-03 15:53:16,Image,154,4,7,6,"Bengaluru, Karnataka",#fashion #travel #photography
IG_1451189991,amit_travels80,2026-01-03 18:18:34,Reel,3438,185,304,176,,#photography #instagood #fashion #foodie #love #viral
IG_6629536745,style_icon64,2026-01-03 19:45:11,Image,78,1,7,9,,#trending #art #fitness
IG_2372053358,rahul_rocks90,2026-01-04 02:27:03,Image,709,78,22,149,"Delhi, India",#instagood #foodie #trending #photography #fashion
IG_8846203744,amit_travels5,2026-01-04 05:10:27,Carousel,3,0,0,0,"Bengaluru, Karnataka",#fitness #love #music #art
IG_8786325752,style_icon56,2026-01-04 07:57:55,Image,9,1,0,1,,#trending #love #photography #lifestyle
IG_7831099115,ramesh_vlogs72,2026-01-04 10:20:36,Image,46,2,1,1,"Dubai, UAE",#viral #love #photography #music
IG_6989466982,rahul_rocks6,2026-01-04 10:26:28,Image,409,41,26,66,,#love #travel
IG_2209825268,kavita_art78,2026-01-04 14:50:58,Image,77,7,2,8,"Dubai, UAE",#instagood #trending #foodie #lifestyle #photooftheday #fashion
IG_4711975695,rahul_rocks65,2026-01-04 18:23:13,Video,468,18,20,56,"Paris, France",#viral #foodie #travel #love #photography #fitness
IG_9648052752,the_wanderer13,2026-01-04 20:19:38,Reel,55,6,2,3,,#instagood #nature #foodie #fitness
IG_1853120950,priya_daily95,2026-01-05 00:28:33,Image,1702,159,100,51,"Jaipur, Rajasthan",#trending #viral #fashion #foodie #love
IG_2823092752,style_icon91,2026-01-05 03:43:58,Video,285,23,18,11,"Delhi, India",#music #instagood #trending #art
IG_6826238900,sneha_style48,2026-01-05 06:46:23,Image,62,4,2,12,"Jaipur, Rajasthan",#music #travel
IG_7012315853,priya_daily30,2026-01-05 09:23:26,Carousel,111,22,3,3,"Pune, Maharashtra",#art #instagood #love #fitness
IG_1581231046,rahul_rocks5,2026-01-05 10:55:16,Reel,79,10,1,6,"Bengaluru, Karnataka",#instagood #lifestyle
IG_3314068593,priya_daily9,2026-01-05 21:17:54,Video,16,3,1,1,,#photography #music
IG_2237132080,rahul_rocks70,2026-01-05 21:45:59,Reel,93,14,1,9,,#art #instagood
IG_1001611158,rohit_tech43,2026-01-06 00:02:34,Reel,4791,141,308,1076,"Bali, Indonesia",#photography #instagood #viral #photooftheday #fitness
IG_6907163903,amit_travels83,2026-01-06 06:38:55,Image,121,7,7,27,,#travel #foodie #love
IG_5572393377,the_wanderer26,2026-01-06 16:03:41,Video,13,1,0,0,"Bali, Indonesia",#instagood #foodie #fitness #lifestyle #love #fashion
